Tweet,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
'Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO',1,1,0,1,2,-1,3.018,-3.195,2.458,-9.535,0,1,0,1,1,0,1,1,1,1,0.270726,0.110991,0.380371,0.213605,0.089561,0.23093,0.072521,0.194441,1.473775,0.445543,0.348945,0,3.168485,2.089775,0,0.150833,0.38664,0,0.241964,-0.71875,0,0,1
'Season 3 of penny dreadful is on Netflix...well my afternoon is filled',1,1,1,1,0,-3,0.973,-3.057,3.485,-3.736,1,1,1,1,0,1,0,0,1,0,0.437862,0.483633,0.228594,0.321111,0.313542,0.166364,0.146327,0.417435,1.601815,1.05373,0.091176,0.547213,0.295312,0.771934,2.4836,0.074319,1.212837,0,1.705886,-0.729167,0,0,0
'^^^^^\n//Don\"t worry if your character is already taken. The RP I\"m looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^',2,2,2,2,7,-3,7.973,-3.063,5.951,-2.85,0,3,0,1,2,1,0,1,1,2,1.392003,1.089414,1.189683,1.808959,0.832561,0.97729,0.613669,1.205493,5.684369,2.774516,0.243559,0.897366,0.173706,1.646445,1.124651,0.773663,0.815258,1.919706,2.109524,-0.645833,0,0,0
'My best friend gets married in three days, I have replaced all my anxiety with an eeiry calm and cat cuddles.',3,1,2,1,6,-2,2.541,-5.735,5.753,-1.154,1,1,0,1,1,1,0,1,1,2,0.881831,0.847245,0.42976,0.618711,1.010394,0.417374,0.468034,0.86116,3.049789,2.313533,1.050563,0.289845,0.916318,2.810592,2.632619,1.976882,0.494568,0.243026,1.910553,-0.489583,0,0,0
'In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. ',2,1,1,1,4,0,3.417,-3.97,4.223,-0.924,0,1,1,0,1,0,1,0,1,1,0.749524,0.666031,0.517142,0.617624,0.349123,0.408834,0.388137,0.638832,3.087347,1.569372,0.403752,1.728647,0.054813,1.988765,1.353557,0.505152,2.793261,0.163399,0.352083,-0.25,0,0,0
'@Patsy1207 @markheardusa @theinquisitr Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???',2,2,1,2,2,-4,1.753,-2.503,1.68,-3.844,2,0,0,2,1,0,0,1,2,2,0.871542,0.629599,0.82303,0.792173,0.453786,0.329377,0.305777,0.45225,3.401944,1.500915,0.266239,0.447943,1.137673,2.528128,1.247138,0.337336,0.936988,0.722441,1.41625,-1.357015,0,0,0
'@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited ',1,0,0,0,0,0,3.263,-1.634,3.06,-2.169,0,1,0,0,0,0,0,0,0,0,0.599126,1.020818,0.561794,0.630983,0.834317,0.381841,0.481669,0.959988,2.57276,2.829712,0.878371,1.119918,0.29049,1.561659,1.08148,0,0.848225,0.902895,0.890667,-0.416667,0,0,0
'😫 ughh I just want all this to be over.. it\"s like a nightmare! can we all just get along?',4,1,1,1,3,0,2.588,-5.41,1.198,-3.547,0,0,0,1,0,0,0,0,1,0,2.061945,1.303863,1.716494,1.628338,0.970337,0.976271,0.904265,1.104771,6.58772,2.664561,0.950139,0.050193,0.882669,1.5821,0.082108,0.143193,0.320249,0.160952,3.697304,-0.3125,0,0,0
'@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid',1,1,0,1,0,-2,2.53,-3.714,0.479,-10.678,0,0,0,1,0,1,0,0,1,0,1.331307,1.205312,1.29073,1.310111,0.584331,0.763045,0.47037,1.359188,5.357954,2.336323,1.090832,1.517181,1.085168,3.702339,0,0.141944,0.16432,1.382824,0.132423,-1.123718,0,0,1
'Why doesn\"t anybody I know watch penny dreadful? ☹�?�?',0,1,0,1,0,-3,1.032,-4.091,0.138,-8.445,1,2,1,2,0,1,0,0,1,0,0.684444,0.224866,0.481607,0.635964,0.124762,0.355756,0.239245,0.46436,2.584971,0.607227,0.909377,0.583048,0.874694,0.106127,0.610139,0.066148,0.490713,0,0.677588,-0.854167,0,0,0
'Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare',3,1,0,1,1,0,1.857,-5.134,7.578,-6.833,0,0,0,0,0,0,0,0,0,0,1.051962,0.97176,0.827904,1.008791,0.820918,0.777624,0.602527,0.931084,4.502458,2.11686,0.625,0.394029,1.325384,3.178835,0.019298,1.659359,0.939792,0.413034,0.71159,-1.079167,0,0,1
'A liar an a bully for president? They say every vote matter , well  I\"m sorry you\"ll not get my vote until the year 2020',1,3,1,3,1,-6,6.042,-4.834,1.697,-15.07,3,2,1,1,2,2,2,3,4,3,1.492562,1.398045,1.255047,1.483121,0.976852,1.079792,0.72447,1.400245,6.276514,3.139431,1.554459,1.337531,2.581622,0.901193,0.178109,0.580236,0.231117,2.499693,2.051999,-1.670833,0,0,1
'#Peiyophobilia :) An advice from @anirudhofficial don\"t fear for #Devil! Sure shot✌ @iam_str voice more energetic.Xtremly foot tapping one 👌',3,1,1,1,2,-2,3.577,-2.24,5.471,-1.908,1,0,0,1,0,0,0,2,1,2,0.439177,0.845339,0.289853,0.52723,1.078438,0.169216,0.371651,0.87462,1.591135,2.600547,0.674291,0.071984,0.387594,1.973607,0,0,1.28419,0.605528,0.53848,-1.1875,2,0,0
'I hate that if I don\"t start the conversation, there won\"t be one.',0,1,1,1,3,-3,3.323,-3.295,0.782,-5.231,1,1,1,1,0,1,0,1,1,1,0.997961,0.516802,0.925709,1.12495,0.444078,0.452012,0.427409,0.7279,3.784643,1.724034,1.53012,0.406498,0.654993,0.459742,0,0.134041,0.242059,0.144133,0.211607,-1.090064,0,0,0
'Side chick\"s be trying to fuck u like your going to forget about your wife when your done. #terrible',1,2,1,1,2,-5,4.626,-2.218,0.734,-9.395,0,0,0,0,0,0,0,0,1,0,1.682296,0.987944,1.250664,1.387376,0.785801,0.65627,0.467599,0.986345,4.642084,2.407898,1.399544,0.490334,2.64138,0.38249,0,0.49791,1.555474,0.00966,1.08125,-0.92803,0,0,0
'@n_harrill awe! Thank you! 😊😊',2,0,2,0,2,0,3.553,-0.309,1.982,-0.357,0,0,0,0,0,0,0,0,0,0,0.106833,0.689043,0.102591,0.089376,1.344779,0.047674,0.314293,0.661206,0.287155,1.892095,0.073887,0,0.088796,0,0.960408,0.330631,0.835573,0.6937,0.229167,0,0,0,0
'Sorry @wow_air definitely going with @Icelandair next time, this is beyond unreasonable @wowairsupport #terrible #yourappologiesmeannothing',1,2,0,2,0,-1,1.354,-3.386,1.354,-8.735,0,1,0,0,0,0,0,0,0,0,0.650782,0.640969,0.417936,0.672443,0.370774,0.879563,0.308889,0.44184,2.549649,1.474331,1.357966,0.341098,1.346051,0.502975,0.250409,0.540924,0.340253,0,0.4,-1.135417,0,0,0
'Lets start there',0,0,0,0,0,0,1.104,-0.041,0.522,-0.253,0,1,0,0,0,0,0,0,0,0,0.195384,0.267934,0.051967,0.13318,0.139218,0.030722,0.06625,0.134252,0.317245,0.250207,0,0.210405,0,0.785251,0,0,0,0,0,-0.027564,0,0,0
'@Ganypede I notice that nice people believe in a nice god and horrid people believe in a horrid god who happens to hate everybody they hate.',2,4,2,4,8,-12,3.289,-9.552,3.249,-13.38,4,2,4,6,2,4,0,2,4,2,0.962478,1.166348,0.963825,0.920994,1.465344,0.499506,0.744913,1.642562,3.746975,3.660535,2.432551,0.167143,4.91443,0.109667,1.442431,0.530752,1.083657,1.920296,2.376786,-2.666667,0,0,0
'Not sure that men can handle a woman that\"s got her crap together.  #independent',1,0,0,1,0,-3,2.649,-2.632,2.226,-3.436,0,0,1,0,0,0,0,0,1,0,0.826133,0.655723,1.039114,0.946457,0.578744,0.531006,0.337729,0.760484,3.505836,1.730123,0.48719,0,2.059646,0.916591,1.775891,0.110562,0.148809,0.370929,0.364373,-0.645833,0,0,1
'@JTregManc it\"s fair to say he\"s been a bit timid compared to what I\"ve been known to see from him',1,1,1,1,2,-2,2.854,-2.944,0.976,-4.663,0,0,0,1,0,1,0,0,1,1,1.251447,0.910656,0.905513,1.41353,0.719506,0.618575,0.763026,1.517965,4.789002,3.063319,0.269427,0.91728,0.245991,0.063325,0,0.165126,0.758967,0.480695,1.243899,-0.244792,0,0,0
'I wish I could fast forward 3 months from now, I\"ll know then where I\"m at with my girl, my classes, and basketball. Rn I have pure ',2,0,2,0,2,0,3.936,-7.518,4.835,-2.584,0,1,0,0,1,0,0,0,0,2,1.500042,1.557696,0.907683,1.458251,1.003218,0.944949,0.971677,1.794855,6.568572,3.467411,0.713707,0.977851,1.078933,2.098155,1.097346,0.666834,0.727338,0.577725,1.380958,-0.625,0,0,0
'This week\"s Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. ',0,1,0,1,0,0,1.472,-3.03,2.204,-3.152,1,0,1,1,0,1,0,0,1,0,0.980599,0.8491,0.935784,1.031621,0.496663,0.463853,0.480704,0.962254,3.632756,1.695996,0.686704,0.739659,0.532054,1.295019,0.194949,0.839709,1.687642,0,0.521644,-0.416667,0,0,0
'i have so much hair it\"s a nightmare but it\"s also very soft so it guess it\"s a win-lose situation',0,1,1,1,0,0,2.976,-4.528,2.116,-2.53,0,0,0,1,0,0,1,0,1,0,1.025835,0.930583,1.008599,1.208453,0.908212,0.563546,0.787833,1.346771,4.973807,3.133164,0.24855,0.254231,0.147266,1.245872,0.3159,0.400736,0.677,0.592675,0.745969,-0.636875,0,0,0
'When I walk in darkness of despondency, Sc.verses I\"ve memorized shine a light in my heart. Ex: Lam 3:22-25 ',3,2,1,2,0,-1,4.923,-2.885,4.384,-3.93,1,0,0,1,0,1,0,0,1,1,0.966467,0.588442,0.632428,0.937707,0.395833,0.512988,0.405217,1.190989,3.848966,2.169111,0.817055,0.697033,0.749977,1.043001,2.312024,1.717682,2.310508,0.349236,0.676786,-0.976547,0,0,0
'@LBC - I can\"t read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.',0,3,0,1,0,-2,3.282,-6.309,2.059,-6.392,1,0,2,1,0,2,1,0,2,0,0.996919,0.643791,1.06744,0.956883,0.418522,0.488834,0.263624,0.747273,4.258999,1.616851,0.687267,1.759011,3.136458,0.885748,0.150211,0.342323,0.631833,0.880044,0.506899,-1.418249,0,0,0
'I seem to alternate between \"sleep-full\" and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair',0,0,0,0,0,0,1.466,-4.406,3.836,-3.38,0,0,0,0,0,0,0,0,0,0,0.838859,0.720927,0.660305,1.341029,0.406306,1.73965,0.354501,0.541013,4.389352,1.326242,0.53437,0.276764,0.013342,3.379444,1.747028,0.795573,1.039356,0,0.210417,-0.958333,0,0,0
'she gone make me wanna start that new shit today 😂😭',0,0,0,1,0,-4,0.755,-3.587,1.324,-2.751,1,1,1,0,0,0,0,0,1,0,0.564576,0.275174,0.765093,0.675088,0.148726,0.550964,0.160686,0.30577,2.393117,0.636147,0.891737,0.480973,0.743829,0.428059,0.406652,0.720456,0.238379,0,0.707059,-1.017147,0,0,0
'petrify  me in the fossil type of way',0,1,0,1,0,0,1.119,-0.259,0.882,-0.519,0,0,0,0,0,0,0,0,0,0,0.31259,0.163203,0.367244,0.362762,0.088136,0.160104,0.07721,0.220648,1.177089,0.379497,0.229899,0,0.054813,0,0,0,0.050994,0.035886,0.011364,-0.125,0,0,0
'It\"s about time I start taking my own advice',1,0,0,0,0,0,1.943,-0.921,0.863,-1.325,0,2,0,0,0,0,0,1,0,0,0.482372,0.294264,0.353061,0.458902,0.180231,0.223856,0.166931,0.3917,2.072258,0.830965,0.071835,0.180557,0.404327,0.51013,0.125975,0,0.315179,0.605528,0.7125,-0.152564,0,0,0
' ughh I just want all this to be over.. it\"s like a nightmare! can we all just get along?',4,1,1,1,3,0,2.588,-5.41,1.198,-3.547,0,0,0,1,0,0,0,0,1,0,2.061945,1.303863,1.716494,1.628338,0.970337,0.976271,0.904265,1.104771,6.58772,2.664561,0.950139,0.050193,0.882669,1.5821,0.082108,0.143193,0.320249,0.160952,3.697304,-0.3125,0,0,0
'@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter #bully #bbcnews #skynews',1,1,1,0,1,0,0.756,-0.403,0,-14.478,0,0,0,0,1,0,0,1,0,1,0.396254,0.037269,0.030043,0.203525,0.005684,0.062376,0.027944,0.037624,0.567846,0.039802,0.387125,0.002383,2.831987,0.277977,0,1.12197,0,0,0,0,0,0,0
'Val is the type of woman you would dread bringing a donation for the bake sale #GBBO',0,1,0,1,2,-2,3.749,-1.038,2.721,-2.865,0,1,0,1,0,0,0,0,1,1,0.511873,0.545975,0.587198,0.517839,0.553711,0.165534,0.195273,0.781321,1.713935,1.997293,0.194367,0.712148,0.894083,1.480957,0.143902,0.390356,0.567736,0.343549,0.025,-0.729167,0,0,0
'There is nothing like being in the shower when the power goes out 😳 #creepy ',1,0,1,0,2,0,0.565,-1.941,2.321,-2.75,0,0,0,0,0,0,0,0,0,0,1.192116,0.507151,1.086847,1.135278,0.262636,0.513582,0.372954,0.559011,3.355542,1.07719,0.623505,0.43298,1.211097,0.316262,0.229401,0,0.027491,0,0.815625,-0.75928,0,0,1
'-normal people scare me*',0,1,0,1,0,-2,0.014,-0.538,0.068,-2.407,1,1,0,1,0,0,1,0,1,0,0.161677,0.073221,0.156458,0.156197,0.05314,0.08651,0.047209,0.120052,0.615844,0.175601,0.496545,0,0.519113,1.368505,0,0,0,0,0.104167,0,0,0,0
'If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow',0,1,0,1,0,0,3.499,-1.061,6.522,-11.29,1,0,0,1,0,1,1,0,1,0,0.718409,0.785259,0.796554,0.810602,0.705147,0.560244,0.558873,0.62789,3.027889,1.677242,4.816412,0,2.824713,2.831001,1.834554,1.848341,0.45307,5.373153,0,-0.604167,0,0,0
'Scott Dann injured aka my worst nightmare',0,2,0,2,0,-5,1.329,-6.037,0.829,-3.082,0,0,0,2,0,1,0,0,2,0,0.595683,0.157402,0.805663,0.641915,0.110566,0.6438,0.117834,0.339626,1.777286,0.611912,0.238355,0,0.492236,2.20709,0.431013,0.112703,0.314069,0.058038,0,-1.96875,0,0,0
'Jimmy Carr makes me want to cry and cry *shiver* ',1,3,0,3,1,-2,0.649,-4.613,1.25,-2.537,1,1,0,1,0,3,0,0,3,0,0.635479,0.459529,0.355789,0.461964,0.248342,0.321194,0.180086,0.52228,1.869308,0.977397,0.403152,0.176055,1.026257,0.987482,0.0398,2.43301,0.723112,0,0.027083,-0.804167,0,0,0
'Rojo is just terrible, how is he in our team 😂😂',1,1,0,1,0,-3,2.541,-2.296,0.796,-3.191,1,0,1,1,0,1,0,1,1,0,0.330701,0.24578,0.232512,0.311156,0.249837,0.160637,0.177955,0.462461,1.095178,0.840015,0.024347,0.2656,0.435612,0,0.032002,0.31214,0.265064,0.342026,0.915774,-0.847917,0,0,0
'Librarians scare me',0,1,0,1,0,-2,5,-0.522,0,-1.423,1,1,0,1,0,0,1,0,1,0,0.077353,0.078721,0.11317,0.09262,0.057583,0.072864,0.034625,0.341123,0.434378,0.528738,0.109419,0,0.054813,1.368505,0,0,0,0,0.104167,0,0,0,0
'If you get called #shy this means you are #considered.Turn those #negatives to #positives Quote #MarnieMcCormack from @jpmorgan #womenintech',0,0,0,0,0,0,3.839,-1.076,0.654,-2.734,0,1,0,0,0,0,1,0,1,1,0.577326,0.639019,0.364367,0.522671,0.567135,0.2351,0.326411,0.757187,1.997969,1.846353,0.767186,0.443469,0.524938,2.047715,0.428769,0.292182,0.213243,0.793891,0.081715,0,0,0,0
'Saga: When all of your devices and teles fail just in time for bake off #panic #gbbo',1,1,0,1,0,-2,2.745,-1.654,3.542,-0.658,0,1,0,0,0,0,0,0,0,0,0.837637,0.61118,0.41855,0.577421,0.426758,0.614099,0.47662,0.682091,2.489929,1.647263,0.879231,0.061206,0.173706,2.336711,0.269877,1.465806,1.750044,0.800306,1.565774,-1.546532,0,0,0
'@abbeygray14 they\"re revolting',0,1,0,1,0,-2,1.154,-0.56,0,-4.122,1,0,1,1,0,0,0,0,1,0,0.164151,0.091418,0.170618,0.230475,0.034256,0.067484,0.046096,0.164595,0.831159,0.184111,0.306581,0,1.866721,0,0,0,0,0,0,-0.25,0,0,0
'Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC #nightmare',1,1,1,1,1,0,1.58,-3.565,4.048,-6.677,1,0,1,1,0,1,1,1,1,0,0.429689,0.532021,0.334159,0.518721,0.338137,0.23924,0.300538,0.589054,2.068831,1.727315,0.816256,0,0.61656,2.146653,0.426766,0.470529,1.878545,2.100007,1.035949,-0.803432,0,0,0
'@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :)',3,2,1,1,3,-5,1.64,-8.283,2.267,-4.915,0,0,0,1,0,1,0,0,1,0,1.671594,1.337823,1.677711,1.703312,1.272264,1.236298,0.769974,1.394967,6.896683,3.405427,0.976379,0.07525,0.406236,1.748797,1.169544,1.346681,0.107143,0.499839,2.211607,-1.585417,2,0,2
'The #Texans should never play a prime time game again...this is  #TNF',0,1,0,0,0,0,0.975,-1.162,0.365,-2.778,0,1,0,0,0,0,0,0,0,1,0.714648,0.398544,0.687818,0.63532,0.182111,0.422366,0.263312,0.228144,2.840102,0.577509,0.119854,0.296272,0.446526,0.048524,0.125975,0.155127,0.524569,0.0047,0.806502,-0.75,0,0,1
'Shoutout to @VZWSupport for ruining my iPhone 7 order!! #horrible',0,0,0,1,0,-2,1.879,-3.199,1.504,-5.154,0,0,0,0,0,0,0,0,0,0,0.553279,0.648771,0.421329,0.337323,0.520229,0.528837,0.26196,0.679425,1.739529,1.608279,1.590349,0.061206,1.319678,0.053112,0,0.477613,0.349073,1.257024,0.023864,-0.1875,0,0,0
'@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? ',0,1,0,1,0,-2,2.785,-2.249,1.706,-10.23,0,0,0,1,0,1,0,0,1,0,0.884104,0.815631,0.684112,0.940553,0.603172,0.340911,0.365085,0.796256,3.02758,1.994053,1.647466,0.354747,2.216259,0.193037,0.211445,0.293853,0.343166,0.30093,0.61875,-1.327976,0,0,0
'Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression',0,3,0,4,1,-9,0.935,-9.042,1.54,-8.112,1,1,2,3,1,2,1,1,4,1,1.653706,0.461126,1.543968,1.909487,0.319748,1.282047,0.374135,0.358822,4.799532,1.068069,0.679956,0,1.539549,6.763047,0.411465,0.905299,0.493807,0.00966,0.666667,-3.525446,0,0,0
'@Zen1dfabflake You are all our angelic comrades! #flutter',2,0,1,0,0,0,3.976,0,3.312,-0.813,0,0,0,0,1,0,0,1,0,1,0.271906,0.395844,0.139696,0.177074,0.646136,0.116986,0.201202,0.627312,0.532038,1.634875,0.073887,0.038084,0.223693,0,0.032002,0,0,0.412063,0.84375,0,0,0,0
'When you arrive at the office the day before your first ever festival and the Internet is down #panic',0,1,0,0,0,0,2.551,-2.551,4.282,-1.553,0,2,0,0,1,0,1,0,0,1,0.816579,0.796182,0.904325,0.901186,0.594112,0.297991,0.496865,0.839811,2.967419,1.590655,0.890702,1.904985,0.508136,3.586291,0.982867,0.148301,0.855026,0.166457,0.240774,-0.109623,0,0,0
'#2 complained then while his head and then called do not despair of God\"s mercy if you did sins go back to him and ask his forgiveness',3,1,1,2,3,-7,4.838,-3.546,2.704,-8.333,1,1,1,2,1,1,0,1,1,2,1.843091,1.578692,0.773052,1.441196,1.141625,1.032812,0.816537,2.33616,4.808363,3.837151,2.385358,0.969078,1.143229,0.629711,4.235709,0.335978,1.428623,1.38618,1.151667,-0.584135,0,0,1
'I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.',2,2,2,2,4,-5,2.385,-4.803,5.201,-5.77,1,1,1,3,1,0,0,1,1,1,1.317747,0.510157,1.359413,1.2363,0.328141,0.905233,0.327822,0.476796,4.162602,1.240527,1.018506,0.398097,2.203889,0.58169,0.689945,0.069878,0.409993,0.83581,1.322006,-0.5625,0,0,0
'Now #India is #afraid of #bad .',0,0,0,0,0,0,0.031,-0.988,0.435,-4.074,0,0,0,0,0,0,0,0,0,0,0.591549,0.242049,0.485248,0.470653,0.100009,0.412199,0.137992,0.19421,1.708678,0.359123,0.267564,0,1.262426,1.755473,0,0.508865,0.00592,0,0.020833,0,0,0,0
'@GuardianAus @Paul_Karp Maybe 49\% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?',1,2,1,1,2,-3,1.545,-2.34,3.89,-8.809,0,1,0,1,0,0,0,1,1,1,1.269717,0.555708,1.266968,1.338189,0.59577,0.883821,0.340364,0.991741,4.31678,1.610618,0.870891,0.20933,0.493132,3.949821,0,0.348874,0.108124,1.252966,0.659226,-1.002083,0,0,1
'Termination rate is at 22.22\% I gotta make some things shake',0,1,0,1,0,0,0.758,-1.074,0.664,-1.309,0,0,0,0,0,1,0,0,1,0,0.141653,0.170033,0.100645,0.128195,0.087333,0.092638,0.062079,0.163867,0.684806,0.381874,0.088484,0.237174,0.314061,0.385845,0.228795,0,0.355439,0.401968,0.610928,-0.282738,0,0,0
'Popufurs make posts like \"opening commissions in an hour get a slot while you can\" and I\"m like sitting here in awe at that sort of demand',3,0,3,0,4,-1,3.862,-2.665,4.329,-4.148,1,0,0,0,0,0,0,0,1,0,1.456988,1.20232,1.656733,1.883836,0.949568,0.731089,0.541856,1.441644,5.441355,2.765991,2.048755,0.6836,0.98324,0.467564,0.238508,0.341223,2.176453,0.6937,2.247423,-0.729167,0,0,0
'@_Briannax33 @TheFunnyVine @MarielaLynn_ @karengutiii_ gotta shake the booty instead though, makes sure it\"s all good 🙂',2,1,1,1,3,0,2.726,-1.223,1.616,-0.907,0,1,0,0,1,0,1,1,0,1,0.636768,0.460271,0.528196,0.578598,0.399724,0.224337,0.288346,0.607568,2.285738,1.200445,0.108176,0.218994,0.800551,0.230121,0.462004,0.079926,1.132744,0.247296,3.137513,-0.157738,0,0,0
'So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.',3,1,0,1,2,-4,2.455,-2.8,3.19,-4.591,0,0,0,1,1,1,0,2,1,3,0.771876,0.942715,0.424995,0.609239,0.672156,0.343327,0.507921,0.769812,2.668218,1.998264,1.904396,1.126487,1.530113,0.749144,0.274689,0,1.398037,2.872994,1.162798,-0.624071,0,0,0
'It\"d probably be useful to more than women, but I\"m dealing with re-reading an article about a woman being harassed on the subway. #concern',1,0,1,1,2,-3,5.529,-7.784,2.259,-5.81,0,0,0,0,0,0,0,0,0,0,2.014064,1.05615,1.40493,1.688678,0.818392,1.281381,0.550571,1.363255,6.228823,3.398529,1.575575,1.045259,1.92526,0.111835,0.124434,0.117649,1.081836,0.21562,0.229167,-0.541667,0,0,0
'@DiscordianKitty He has charisma? I guess, if you like people who looked coked out and speak as if they\"re a school bully?',1,2,2,1,4,-2,4.371,-2.787,0.87,-9.446,1,0,0,1,0,0,1,1,1,0,1.483592,0.798895,1.440335,1.549378,0.579712,0.624226,0.553777,1.437606,5.304674,2.713282,1.290417,0.140337,2.479605,0.182441,0,0.488766,0.512781,0.852125,1.060417,-1.04678,0,0,0
'Ya tremble like Mr. Cooper, yo we hanging',1,0,1,0,2,0,2.95,-0.045,1.232,-2.18,1,0,1,1,0,1,0,0,1,0,0.565148,0.249362,0.58203,0.568696,0.292906,0.214007,0.163485,0.612136,1.759898,1.027804,0,0.50485,0.615029,0.038483,0.149467,0.084098,0.366021,0.951582,0.76875,-0.1875,0,0,0
'@YahooFantasy update may have been the worst mistake of my day #horrible',0,2,0,2,0,-5,0.451,-3.751,1.59,-7.006,0,0,0,0,0,1,0,0,1,0,0.666175,0.502807,1.007666,0.788769,0.173978,0.708306,0.270678,0.274976,2.390934,0.714988,0.973203,0.128921,1.630337,0.264161,0.771453,0.679584,0.195006,0.745444,0.142993,-1.989583,0,0,0
'Look at this #massiah of #youngleader\n#Pakistan #massiah of ',0,0,0,0,0,0,0.572,-1.936,0.443,-1.915,0,0,0,0,0,0,0,0,0,0,0.564213,0.338298,0.250854,0.69469,0.165607,0.357383,0.179336,0.218753,1.472818,0.518561,0,0,0.223338,1.53752,0,0.392455,0.175672,0,0,-0.019634,0,0,0
'@ManUtd it was a terrible Freekick...',0,1,0,1,0,-3,0.136,-2.103,0.427,-2.194,1,0,1,1,0,1,0,0,1,0,0.179425,0.132459,0.253854,0.169538,0.092242,0.090888,0.127281,0.118497,1.078315,0.298617,0.048627,0,0.330105,0,0,0.31214,0.35176,0,0,-0.889583,0,0,0
'#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit ',3,2,2,2,2,-6,2.313,-4.426,3.304,-4.088,2,0,2,2,1,2,0,1,2,1,0.997253,0.689781,0.979055,0.99193,0.677864,0.406287,0.394625,0.683204,3.88122,1.750092,1.95592,0.036265,1.98369,0.099539,0.504867,0.330603,0.534358,0.242387,1.750428,-4.866106,0,0,0
'@Mc_Cabe_Conor This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.',0,1,0,1,0,-4,2.705,-1.13,3.324,-4.336,0,0,0,0,0,0,0,0,0,0,1.155844,0.81289,1.167527,1.030613,0.540987,0.55212,0.548771,1.193186,3.800287,2.282188,0.024281,1.025431,1.602935,0,1.112755,0.264146,0.141829,0.591986,1.038542,-0.354167,0,0,0
'Follow this amazing Australian author @KristyBerridge #fiction  #zombies #angels #demons #vampires #werewolves #follow #authorlove',1,0,1,0,4,0,5.806,-0.194,6.345,-0.407,0,0,0,0,0,0,0,1,0,1,0.314146,0.504587,0.184589,0.267964,1.085682,0.15252,0.401622,0.579127,0.910386,1.681535,0,1.48311,0.087015,0.054834,1.699054,1.626243,1.243028,3.110183,0.460303,0,0,0,0
'@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.',0,3,0,3,0,-8,2.772,-5.587,2.673,-2.647,0,0,0,1,0,0,0,0,2,1,1.065861,0.832126,0.809578,1.113168,0.601297,1.458948,0.460792,0.854253,3.910198,2.153298,2.202576,0.252489,1.822702,1.161621,0.449525,0.843968,0,1.463391,0.15096,-0.916667,0,0,0
'When\"s it all finished, you will discover that it was never random! #thoughts  #CrossoverLife',1,0,0,0,0,0,3.151,-1.103,3.577,-2.176,0,0,0,0,0,0,0,0,0,0,0.951287,0.861926,0.894068,0.965996,0.755431,0.557963,0.681611,0.904317,3.473113,2.209833,0.471696,0.477855,0.29423,0.589138,1.041497,0,1.347577,0.690724,0.604167,-0.354167,0,0,1
